Human_classifier_polarity,label,Metacritic_polarity,review
0,regular,0,"It’s cheery but still has a bit of a bite, makes a point without ever being too preachy and features a litany of quotable lines with a cleverness not seen since “Heathers.”"
0,regular,0,"It's nothing less than a miracle that the director, Craig Gillespie, and the writer, Nancy Oliver, have been able to make such an endearing, intelligent and tender comedy from a premise that, in other hands, might sustain a five-minute sketch on TV."
0,regular,0,"This is a good movie, but it lacks the visual wonder of the first, along with the sense of play at which von Trier, even at his most controversial, is so good."
0,regular,0,"Brothers has the careful observation, measured pace and lived-in feeling of a good European film."
0,regular,0,"It's a shocking story, made all the more so by the film's final revelation, an outrageous allegation no one even bothers to deny."
0,regular,0,"The golden shadows of the waning Old West are thrown across the big screen with full reverential treatment in this solid, unsurprising rendition of Jim Harrison's widely praised novella."
1,regular,1,A work of top-shelf schlock.
0,regular,0,A thrilling and propulsive drama.
0,regular,0,"Despite the descent into madness that appears on screen, the movie is controlled and measured."
0,regular,0,"The comedy-drama hinges on the captivating dynamic between the two men, combining gentle humor and charm with a melancholy undercurrent of yearning. "
0,regular,0,"The offbeat screenplay turns even the corny bits in unpredictable directions, and it's rare indeed to see such consistently superb ensemble acting."
0,regular,0,A fairy tale reminding us that childhood fears are deep and tangled as tree roots.
0,regular,0,"Day of the Soldado's strained credulity in the last act has an undercurrent of kooky exhilaration, as the plot takes leaps that feel as reckless as they are refreshing in such a doleful film of terminal prognoses. "
0,regular,0,"The pic reveals itself as a horror-action-comedy a la ""Evil Dead,"" with amusing twists of fate and over-the-top gore."
0,regular,0,"A highly watchable slice-of-low-life entertainment. If this isn't her best role, it's Dunaway's gutsiest. "
0,regular,0,"This picture will linger, stuck in those corners of the mind you may not care to visit, where the stranger you meet lies in the bed beside you, or stares back from the mirror before you, and where the comfort offered is nothing but cold. [14 June 1991]"
0,regular,0,"Irresistibly funny in its brightest moments. At other times, this comedy about a black-white culture clash sags until it scrapes bottom."
0,regular,0,A mesmerizing cinematic journey that is often as arduous and spare as the lives of its hard-bitten protagonists.
0,regular,0,You'll treasure this movie.
0,regular,0,"Cole, best known for a supporting role in the TV series Peaky Blinders, gives everything to this role. It’s a physical transformation in which he convincingly plays a beaten, battered-to-a-pulp boxer who learns the rules of Muay Thai, but also a deep internal reach to deliver a complex, defiantly self-sabotaging character with depth of understanding."
0,regular,0,"Working toward its refreshingly light but utterly apt ending, the film teems with insights into the human condition revealed by an unusually smart script and a wonderfully committed cast. It's a truly fine work. "
0,regular,0,"A welcome return to the Disney tradition of 2-D animation, this lively musical spices up Hans Christian Andersen's ""The Frog Prince"" by transplanting it to New Orleans in the early 20th century."
0,regular,0,"In every swelling musical cue, Billion Dollar Movie displays open contempt for friendship, family, love, sex, heroism, and everything lofty and beautiful that multiplex movies have reduced to cant."
0,regular,0,"A comedy about an all-female collegiate a cappella group. And to paraphrase one of the characters in the movie, it's A-Ca-Awesome."
0,regular,0,"A horror movie based on history, offering some of the most spectacularly brutal, viscerally intense battle scenes ever brought to a Hollywood movie."
1,regular,1,"Contains too little of the original's campy spirit and too many whistles, bells, explosions and screams."
0,regular,0,"Finds a winning formula: Chan provides the action, various exotic lands serve up props begging to be employed in Chan-style combat, Coogan brings the dry wit, a minor constellation of surprise guest stars provides razzle-dazzle, and a steady stream of mild chuckles helps the whole fandango fly by painlessly. "
0,regular,0,"The effect is weird but it, actually, kind of works, illuminating both Shakespeare and the artifice of musicals."
0,regular,0,"As ever with Leigh, Mr Turner addresses the big questions with small moments. It's an extraordinary film, all at once strange, entertaining, thoughtful and exciting."
0,regular,0,"Crowley wisely keeps Ronan center stage and often in close-up. She lets us feel the pain of leave-takings, the depression of homesickness in that pre-digital age, the dilemma of first love, and maybe second love, overlapping, the pull of the familiar vs. the hope of the new and different."
1,regular,1,"A movie as annoying as its oddly punctuated title, After.Life is a misguided and empty-headed attempt at psychological horror that succeeds only at talking the viewer to death."
0,regular,0,"This is quite enjoyable as creature features go, and Bale continues to demonstrate his curious under-the-radar appeal. As for McConaughey, let's just say a star is reborn. Suddenly that whole naked-bongo-playing incident makes a lot more sense."
0,regular,0,"The Is the End is a different take on the R-rated comedy, a raunchy laugh riot that actually gives you a little to think about."
0,regular,0,"Tucked away inside the grandeur, though, and enlivened by jump cuts, is a sharp, not unharrowing story of a father and son, and, amid one's exasperation, there is no mistaking Malick's unfailing ability to grab at glories on the fly."
0,regular,0,"It's so bleak that it would play like a contrived neo-noir if it weren't so consistent, committed and obviously sincere."
0,regular,0,"Brazil might not want you to know it, but Aquarius is something special."
0,regular,0,"Pitt and Damon deliver the best lines (wisecracks about the food chain, predators and evolution, etc.) but their characters also represent most of us."
0,regular,0,"The dramatic weight loss Gyllenhaal endured for the role, which transforms his dreamboat looks into a bat-like mask, is startling. But the actor's performance is just as impressive, nimbly selling Gilroy's occasionally overwritten lines while Louis’ punishing optimism finds new gradations of sadism and rage. Nightcrawler is the arrival of a thrilling character actor."
0,regular,0,"Niccol weighs the human toll on both aggressor and target with intelligence and compassion, while questioning whether technological warfare is inevitably destined to be an unending cycle."
1,regular,1,"The film's intentions are way too good for its own good, producing bloodless romance and more shamefully bloodless carnage."
0,regular,0,"There is something about the calculation of Blindspotting, a movie all too aware of its own impressive ambition, that somehow resists the poetic abandon, the electrifying spontaneity that Estrada and his collaborators are trying to pull off. "
0,regular,0,"The first really good spy movie about the impossibility, under present historical circumstances, of making a really good spy movie."
1,regular,1,"The surprise is that a picture made to be exciting for 136 minutes is so unexciting most of the time. It starts with a bang and keeps banging, so there's little suspense and no crescendo. [12 Aug 1991, p.28]"
0,regular,0,"A reality-twisting cousin to ""Being John Malkovich"" -- showcases a Van Damme who's sly like a fox about his own image."
0,regular,0,"There’s nothing derivative about Dash’s work; every image, every moment is a full creation."
0,regular,0,"Not merely a story of interspecies hierarchy, then, White God also puts forward a simple but elegant metaphor for racial and class oppression, as the outcast (or even outcaste) masses, sidelined in favor of the elite few, band together to assert their collective strength."
0,regular,0,This year's miracle is called Tootsie. It is not just the best comedy of the year; it is popular art on the way to becoming cultural artifact.
0,regular,0,"A film that takes a steadfastly gentle look at some of life's harshest moments while not overlooking its joys, House of D deserves a chance to find an audience."
0,regular,0,"Thankfully, Tintin is Spielberg at his most playful and unpretentious."
0,regular,0,"Revenge is a dish best served with bullets, high explosives and giant rolling flameballs. In Quantum of Solace, James Bond orders the revenge buffet, deluxe."
0,regular,0,Space Cowboys does achieve liftoff.
1,regular,1,"A pallid, mediocre tale that treacles its way through well-worn channels."
0,regular,0,Fruitvale is largely sustained by Jordan's career-making performance and the way Coogler uses it to analyze his subject...It's a fascinating investigation into the contrast between media perception and intimate truths.
1,regular,1,"This one is clumsy, mean spirited and amazingly unmusical."
0,regular,0,"As with other Aardman productions, the greatest delights derive from relishing the details of the clay figures and intricate sets, crafted by the studio’s master model builders."
0,regular,0,"Herzog naturally plays up the enigma at hand with epic grandeur, occasionally overdoing it but usually hitting the mark."
0,regular,0,"Considerable intelligence and strategic finesse have been brought to bear on this handsomely mounted adaptation of Michael Cunningham's Pulitzer Prize-winning novel, which was hardly a natural for the bigscreen."
1,regular,1,"[A] strained, clunkily orchestrated and dismally retrograde film."
0,regular,0,"While Woody Allen’s recent films have grown ever more hermetic in their perplexity, Baumbach is becoming as prolific, and as quick on the comic draw, as the Allen of yore. Will historians of humor look back on this movie, perhaps, and mark it as the point at which the torch was passed? "
0,regular,0,"The way Lawrence captures a young woman's fear and resolve, often non-verbally, well … this is a considerable talent well on her way to a great career. It's for performances like this that moviegoers find themselves taking a chance on a title that doesn't have a fast-food tie-in."
1,regular,1,"Irrational Man plays, like so much of Woody Allen’s work over the past 20 years, like a bad Woody Allen parody."
0,regular,0,"A tight, fascinating chronicle of arrogance and greed."
0,regular,0,"Thanks to strong performances, deft writing, and clear, snappy direction and editing, this newest volume of the Marvel Cinematic Universe manages to be at once a thoroughly entertaining standalone story while also serving and benefiting from stories that came before."
1,regular,1,"This un-terrifying film tries to find an interesting twist on the classic Frankenstein tale, but horrifically fails."
0,regular,0,"Hardy's performance takes a little bit of the sting away from seeing Gandolfini perform on a big screen for the last time. As irreplaceable as Gandolfini may be, it's invigorating to see a young actor elevating to similar heights right before your eyes."
1,regular,1,"The best they were able to manage, apparently, was a grabbag of spectral sights and spooky touches grabbed from better horror films and a final act that raises more questions than it answers. "
1,regular,1,A movie that means to be uplifting but turns out to be insufferable.
0,regular,0,"Both fascinating as a glimpse at the not so distant past, and provocative as an account of what arguably was an early step in the decline of political discourse on television. "
1,regular,1,A plodding comic caper that fails to deliver.
1,regular,1,"Interminably long, dull and incomprehensible, John Carter evokes pretty much every sci-fi classic from the past 50 years without having any real personality of its own."
0,regular,0,"Alex Garland, the screenwriter of ""28 Days Later"" and ""Sunshine,"" makes an auspicious directorial debut with this suspenseful mystery."
0,regular,0,"There’s nothing self-serious about it. Blockers has all the brashness and irreverence that any comedy fan of the Apatow era could ask for, even as it represents a more gender-balanced future for Hollywood."
0,regular,0,"The dramatic power, though, comes entirely from the eloquence of old people, shot in medium close-up, barely moving as they remember things."
0,regular,0,"This astonishingly effective environmental nightmare is based on reasoning that, if you've been following the science, seems all too possible."
0,regular,0,"Crowd-pleasing, feel-good stuff."
0,regular,0,"A sharp, exciting thriller that beautifully captures a dispirited Europe nowhere near recovered from WWII, Carol Reed's The Third Man is one of those miraculous films that work on every level."
0,regular,0,"Offers solid entertainment, it's too uneven to be considered memorable."
0,regular,0,"Ethan Hawke, in his feature directorial debut, has brought Nicolette Burdette's play to the screen with fluid grace and a perfect blend of dreaminess and grit, expressed in camerawork that seems to float and in Jeff Tweedy's shimmering, gently insistent score."
1,regular,1,"The story is so poorly-plotted, nonsensical, and misogynist that it's hard to imagine one person liking this material, much less millions of literate book lovers."
1,regular,1,Smug and lazy comedy that barely raises a chuckle.
1,regular,1,"This kind of pandering FX padding, unnurtured by humor or heart, is what shifts Jupiter Ascending from a shambles to a fiasco. In an effort to win back audiences by lowering their standards and their daring, the Wachowskis wind up where you never expected to find them creatively: on the ropes."
1,regular,1,Annoyingly simplistic.
1,regular,1,"If you’re going to make propaganda, fine, but at least make good propaganda."
1,regular,1,The film is premised on a radical act that it buries beneath a grueling avalanche of quirk.
1,regular,1,"Even though She’s Out of My League ends exactly where you think it will, it does so without ever having actually gone anywhere at all."
1,regular,1,"The Bay-man has made the worst and most worthless Transformers movie yet. I know, hard to believe, right? How could any summer blockbuster be as dull, dumb and soul-sucking as the first three Transformers movies? Step right up."
1,regular,1,"It's bigger, noisier, shinier, and dumber, and it has no earthly reason to exist."
1,regular,1,"The effect is intended to be ghastly – which it certainly is – but I was equally repelled by this film’s conceit. Oppenheimer allows murderous thugs free rein to preen their atrocities, and then fobs it all off as some kind of exalted art thing. This is more than an aesthetic crime; it’s a moral crime."
1,regular,1,At least the irony with which this transparently written and dispassionately aestheticized film so demagogically argues for the value of words and pictures is brutally convincing.
1,regular,1,"This time Mr. Altman, such a stunningly intuitive portraitist when he truly plumbs the mysteries that guide his characters, works without inventiveness and with glaring nonchalance."
1,regular,1,Torturously dull.
1,regular,1,"Movies like this usually have something interesting to say about the human condition, but not Nine Lives. It makes an insufferably obvious observation: we live boring lives, shit happens, and we die."
1,regular,1,"Alexander Payne's defenders might call his often acidic touch Swiftian, though it comes off more toothlessly noncommittal."
1,discrepant,0,"It’s an ambitious, often arresting film, but it lacks cohesion, and the seesawing plot and motivations seem more indecisive than mysterious."
1,discrepant,0,"Though I liked Love's unhurried pace and oddball digressions, its obligatory romantic-comedy resolution seemed too schematic for what had preceded it."
0,discrepant,1,"In under two hours, the synthetic, insufferable I Now Pronounce You Chuck and Larry manages to insult gays, straights, men, women, children, African-Americans, Asians, pastors, mailmen, insurance adjusters, firemen, doctors -- and fans of show music. That's championship stuff."
1,discrepant,0,"Low on nuance and high on body count, the movie is primarily of interest to fans of Asian action spectacles and followers of the charismatic Chow Yun-fat (Crouching Tiger, Hidden Dragon), here cast as both a dandyish villain and his idiotic double. "
1,discrepant,0,"Unfortunately, Mission: Impossible - which assembles a new Impossible Missions Force and plops it down in Kiev, Prague, London and Langley, Va. - doesn't have the momentum or suspense of De Palma's best pictures. It moves, awkwardly at times, from one elaborate set-piece to the next. [22 May 1996, p.E01]"
1,discrepant,0,Polished but oddly lifeless heist thriller.
1,discrepant,0,"This teenage ""Pygmalion"" is predictable and a bit gawky, and some won't like its flashes of gross-out humor. The cast is appealing, though, and there are a few hilarious jokes tucked in around the edges of the plot. [05 Feb 1999: 14]"
1,discrepant,0,"May be the most hopeless, despairing comic-book movie in memory. It creates a world where being a superhero is at best a double-edged sword and no triumph is likely to be anything but short-lived."
1,discrepant,0,"A loud but proficient slab of explode-o-rama summer blockbuster nonsense, perfectly entertaining if you like that sort of thing, extremely skippable if you don't."
1,discrepant,0,"Ingenious with his use of music and hypnotic pacing, Winterbottom keeps us in his world as usual. But this time that world feels ever more gratuitous, meandering and puzzling, with sex that's less and less authentic even though it's real."
1,discrepant,0,"A movie like Keyhole plays like a fever dream using the elements of film noir but restlessly rearranging them in an attempt to force sense out of them. You have the elements lined up against the wall, and in some mercurial way, they slip free and attack you from behind. "
1,discrepant,0,"Once Haunter's story snaps into focus, and its creators pull you towards its inevitable conclusion, the film's flaws become that much more apparent. "
1,discrepant,0,A clunky-if-earnest comedy about a literal band of misfits led by a singer who never takes off his mascot-size headgear. Ever.
1,discrepant,0,"I wouldn’t call The Wife middling, exactly—but for all its soapy seriousness, it can’t match the genuine heft of Close’s craftwork. "
0,discrepant,1,"Edward Burns certainly doles out his fair share of family turmoil, but he admirably doesn't make lunatics out of his characters. "
0,factual,0,"It tempers its fairly blunt narrative approach by constantly shifting its perspective. It starts off as the portrait of a troubled child, but expands to become a film about community."
0,factual,0,"Bell confronts Smelly, labeling him a cheater. But he also sympathizes with him, explaining,  ""There is a clash in America between doing the right thing and being the best."""
1,contextual,1,Absurd beyond belief or reason.
1,contextual,0,"If all this sounds like a souped-up episode of ""The Twilight Zone"" or ""The X-Files,"" then you're in the right ballpark — or underground bunker."
0,contextual,1,"Appalachian mountains get blown up to extract coal in the documentary The Last Mountain, a film in which activists are at least as hot as the TNT."
0,factual,0,"Always the smooth showman, Spurlock avoids answering his own question: Is he selling out or buying in?"
1,factual,0,"Peter Farrelly is angry at Miramax for marketing his and his brother Bobby's new film as a follow-up to their surprise smash hit, ""There's Something About Mary."""
1,contextual,1,The high point of Last Vegas is also arguably the low point of Robert De Niro’s career.
1,mixed,0,"The movie doesn't quite achieve the transcendent effect it reaches for, saddled with an ending that fails to live up to our expectations. But the experience of watching Babel is undeniably riveting: Even if the film doesn't really lead anywhere, you still can't take your eyes off it."
0,factual,0,"It's giving nothing away to say that Munro makes it to Bonneville, and breaks the record - which apparently still stands - on his two-wheel contraption."
0,mixed,0,"We know exactly where this picture is going at all times. Holding our attention, however, is a cast of fresh talent among the trainees. [03 Jun 1994]"
0,factual,0,"What Mark does, better perhaps than either he or his father realizes, is to capture some aspects of a lifelong rivalry that involves love but not much contentment."
0,factual,0,"Without trivializing the disease, the film challenges AIDS' stigma (albeit for heterosexuals) at a moment when it was still considered a death sentence. "
0,contextual,0,"Slap Happy.  [16 February 1996, p.D4]"
0,factual,0,"If you have never seen a single film by Agnes Varda, perhaps it is best to start with The Beaches of Agnes."
0,undefined,0,"More interesting as history, re-written, than as the moral parable this true story became. "
0,undefined,0,"The magnificence of Weisz’s performance — yes, it’s another magnificent performance from Rachel Weisz — is that she is never hiding anything, beyond what a 19th century woman might conceal out of polite reserve. In her every moment on screen, she is an open book. We’re just not seeing all her pages."
1,undefined,1,"From first till last, this tale of a hard-boiled bounty hunter helping a Scottish lad on his quest to find the woman he loves, who’s on the lam in the old West, is a tissue of creaky contrivances and outright absurdities."
1,regular,1,"Let's not waste any time: This movie is just awful. Prime problem: Josh Kornbluth, the chubby, wild-haired, bug-eyed star."
1,regular,1,"A Viagra suppository for compulsive action fetishists and a movie that may not only be dumb in itself, but also the cause of dumbness in others."
1,regular,1,So tedious that the experience results in nearly two hours of squirming and cringing.
1,regular,1,"Despite all the nervous tension, the central drama is flawed - Jonathan isn't trying to find a killer. He is the killer. Something is lacking in the dramatic equation."
1,regular,1,"With some films, you can tell where one or two things went wrong — perhaps a decision in script, or a performance that’s off base — but The Snowman is the rare movie where for every choice, there was a better way to go."
1,regular,1,"The wedding, which turns the very concept of ''Greek'' into the sort of hideous, pandering clichés that look rejected from bad Jewish and Italian sitcoms."
1,regular,1,The main character is too often pushed to the sidelines so that the filmmakers can indulge tired family-drama tropes.
1,regular,1,The most surprising thing about the movie is that somebody bothered to make it in the first place.
1,regular,1,"A lurid, florid, humid, flaccid and insipid waste of time and money for the audience and for everyone who made it."
1,regular,1,"Because of this lack of dramatic momentum, the elements of Bokeh that do work best — the occasionally enrapturing cinematography, the dreamlike score, and the interesting-but-overused experiential editing — all wear thin halfway through."
1,regular,1,"What a letdown that Vincent Ward, who gave us a fabulous gift with Map of the Hu-man Heart, has made this big old tub of schmaltz."
1,regular,1,"Arriving at the tail end of blockbuster season, this cheaply produced sequel to the surprise 2011 hit arrives in plenty of time to claim the title of the year’s most unpleasant movie."
1,regular,1,"So badly plotted and written that it rarely makes much sense, even with the elementary story line."
1,regular,1,"A loud, garish and very untimely romantic comedy."
1,regular,1,"The general opinion of Revenge of the Sith seems to be that it marks a distinct improvement on the last two episodes, ""The Phantom Menace"" and ""Attack of the Clones."" True, but only in the same way that dying from natural causes is preferable to crucifixion."
1,regular,1,Never graduates above the boneheaded.
1,regular,1,"Poisonously smug, one-joke indie comedy."
1,regular,1,"What a botch. All the King's Men, a remake of Robert Rossen's classic 1949 film about the rise and fall of a Southern demagogue, has no center, no coherence, no soul and no shame."
1,regular,1,"Del Toro will probably get an Oscar nod for his Jerry, because the film is so full of Oscar moments, including a cold-turkey detox bit. He rumbles and shivers and screeches and bangs his head on the wall and takes a shower in his clothes. I never believed a second of it."
1,regular,1,A leaden retelling of the legend of Australia's Jesse James that has understandably been sitting on the shelf for a couple of years.
1,regular,1,The bastard offspring of a charmless romcom and a toothless political satire.
1,regular,1,"The worst crime perpetrated in the Swiss-cheese screenplay by Gerald Di Pego (""Angel Eyes"") is the cynical use of a mother's love for her child as a plot device for an intelligence-insulting sci-fi dud. "
1,regular,1,"Conan is a sort of psychopathic Star Wars, stupid and stupefying."
1,regular,1,"The whole movie seems to be on fast-forward, with crushingly brainless dialogue, hollow imagery and no way of slowing down the febrile action or making sense of the chaotic plot."
1,regular,1,"As artificial as the inseminations it celebrates, Delivery Man is a soggy comedy more focused on stimulating your tear ducts than your funny bone."
1,regular,1,"What the filmmakers try to play for laughs -- a mom and her daughters chatting about orgasms while shoe shopping -- isn't funny, it's creepy."
1,regular,1,There's nothing special about this movie -- it's just business as usual for today's debased action-movie genre.
1,regular,1,"The movie is a septic tank of vapid noir posturing, bad narration, bizarre pacing, cartoonishly hot femme fatales and ineptly staged slapstick."
1,regular,1,"An ugly-duckling tale so hideously and clumsily told it feels accidental. Surely, no one PLANNED something this disastrously unfunny."
1,regular,1,"Every so often there comes a movie so tasteless, so nakedly pandering, so bodaciously ill conceived that you’ve got to see it to believe it. This year, that movie is Collateral Beauty. "
1,regular,1,A shockingly inane college comedy that accomplishes the nearly impossible feat of being far worse than it looks.
1,regular,1,It's desperately lifeless.
1,regular,1,"A 23-minute movie dragged out, via some narrative gimmickry, to a punishing hour and a half."
1,regular,1,"Holmes, with Alice Cooper hair and crazy Jim Carrey eyes, looks terrible and acts worse, unless this movie is unintentionally a lobotomy documentary. Whatever could have happened to her in the last couple of years to zap the talent out of her like this?"
1,regular,1,"Implausible at every turn, it offers a dab of quirkiness and edge from writer-director Finn Taylor, but otherwise has nothing for audiences to embrace."
1,regular,1,"A cynically made, painfully long comedy without a single laugh. It's a film to really make you wonder about Damon Wayans ' abilities as a comic actor. "
1,regular,1,"Lacking the requisite post-""Scream"" irony, the film is simply a package of gougings, stabbings, drillings and guttings, all tied up with a ""twist"" ending that anyone with a still-functioning brain could figure out in a matter of minutes."
1,regular,1,What I experienced was a lot of fetid experimental-film folderol perfumed by Chopin nocturnes on the soundtrack.
1,regular,1,"The film treats its audience like fidgety junior-high schoolers, piling on the sub-Koyaanisqatsi cityscapes and cheesy episodes with Marlee Matlin as a lonely photographer, plus bouncy cartoons of human cells who look as if they'd be happier chasing stains in bathroom-cleanser commercials."
1,regular,1,"Nobody hits the jackpot here, certainly not filmmakers Michael and Mark Polish, whose audacious, empathic first film, ""Twin Falls Idaho,"" showed such promise."
1,regular,1,"Lean, nasty, and patently absurd, The Tortured plays like one long scream of agony."
1,regular,1,"Though it's allegedly a comedy, there is nothing funny about this tasteless, shallow and mean-spirited slam."
1,regular,1,It's a film to gall fans of the old television series and perplex anyone else.
1,regular,1,A flat-out cynical attempt to launch a new Lethal Weapon-like franchise.
0,discrepant,1,"A Light In Darkness isn’t as offensive as the first film—it lacks the requisite misogyny and Islamophobia, and does a better job of looking like it’s almost a real movie—but it’s not far behind, an emblematic film for the foul moment."
1,contextual,1,A movie that keeps jumping the gate and finally unravels all over the floor.
1,mixed,1,"I'm genuinely of two minds about the picture. I want to say it's subtle, but I also want to say it's heavy-handed. I want to say it's incisive, but I have too many problems with its psychological elisions to let it off the hook."
1,mixed,1,"Though Fiennes has done (far) better work, the blurry story seems almost profound when seen through his eyes. To the extent the movie works at all, it works best when it's just the camera and Fiennes in a bleak white room."
1,mixed,1,Pleasant but dull formula film.
0,mixed,1,"Geostorm is terrible entertainment, but it’s a remarkably effective window into Donald Trump’s soul."
1,contextual,1,Disheveled tripe pieced together with the good intentions.
1,contextual,1,Dumbed down to the point where it's barely recognizable as coming from one of Donald Westlake's John Dortmunder novels.
1,contextual,1,"No one doesn’t love Bill Murray, but his melancholy torpor can wear thin in the best of circumstances, and these circumstances are pretty close to the worst. The cast includes Bruce Willis, Kate Hudson, Danny McBride and Scott Caan. No one escapes unscathed."
1,contextual,1,"If someone ran this guy through a scanner, the readout would say: “Mark down and stock in straight-to-video aisle."""
1,contextual,1,"The film is a bedroom farce without the farce, a fish-out-of-water comedy on sun-cracked lake-bed, a story of fatherly redemption that barely gets past the hair-mussing stage."
1,contextual,1,"The 'roo doesn't talk, except in a dream sequence…I'm dying here."
1,contextual,1,This one veers further from actual horror into an action picture. “The Purge” tries to unsettle. The Purge: Anarchy wants you to cheer.
1,undefined,1,"Hobo hits the screen as a grim, visually ugly, intermittently funny-occasionally preachy piece with only the estimable Mr. Hauer to recommend it."
1,undefined,1,"Liebesman hews close to the 2003 pic’s bile-tinged snuff-film aesthetic. His approach falls somewhere between the overwrought sadism of the “Saw” series and the giddy gore-for-gore’s-sake energy of “The Devil’s Rejects,” sharing those films’ twisted notion that today’s auds are willing to embrace such homicidal maniacs as heroes."
1,undefined,1,Doremus captures each insipid moment with hand-held camera urgency and clumsy jump cuts.
1,undefined,1,"Don't expect style or invention, much less satire. Its only interest as an experiment is that, out of duty, the roomful of critics I saw it with all stuck around until the end."
