Human_classifier_polarity,label,Metacritic_polarity,review
1,regular,1,"Here comes a better version of twilight, but once again a book to movie adaptation falls in almost every way. Its just a reason to see two actors have sex with each other, thats the only reason anyone went to see the movie."
1,regular,1," Has nothing that impressed me,...from the anticlimatic acting from Clooney to a storyline that never seems to go anywhere. It was all pointless."
0,regular,0,"Five men pushing middle age go out drinking and get slaughtered, in some cases quite literally, in “The World’s End,” the latest highly enjoyable exercise in jaunty pastiche from writer-director Edgar Wright and writer-thesp Simon Pegg, the brains behind “Shaun of the Dead,” and “Hot Fuzz.” Although a fraction less gut-bustingly goofy than its predecessors. Feckless fortysomething man-child Gary King (Pegg) decides to reassemble “the five musketeers,” a band of old friends who haven’t really seen each other since they graduated from high school. Gary wants to have another try at completing the Golden Mile, during which the participants must drink a pint of beer at each of the 13 pubs in their home town of Newton Haven — an adventure they first attempted back in 1990 without getting beyond the sixth drinking den. By tradition, the last stop must be at the World’s End, a common pub moniker in Blighty that acquires extra significance here. Unlike Gary, who was once the gang’s leader but now barely has the money to launder his Sisters of Mercy T-shirt, the other members of the group now seemingly act their age and hold down proper jobs. In the case of mild-mannered Peter (Marsan, so often the MVP in pics like “Happy-Go-Lucky” and “Vera Drake”), that means working at his dad’s car showroom to support his wife and kids. Money-minded Oliver (Martin Freeman) has become a real-estate agent glued to his Bluetooth, while recently divorced Steven (the ever-flawless Considine), perhaps the sharpest of the bunch but without Gary’s cockiness, works in construction. All agree to join in Gary’s scheme, only because he promises that Andrew (Wright and Pegg’s usual wingman, Nick Frost), now a high-powered lawyer, has said he’ll come, too. But it turns out that Andrew has the biggest beef with Gary and is now a teetotaler to boot. Nevertheless, once the first act is finished, the men duly begin their trek down memory lane on a summer’s night, only to find that their old stomping ground is not quite the same as they remember it. Most of the pubs, as revealed in one of the pic’s best jokes (and one that Brits will particularly appreciate), have lost much of their unique character. Even creepier is the fact that some local faces are exactly the same, and seem to have barely aged a day. It’s a bit of a shame that the trailer completely gives away the film’s first big twist (if you care to preserve the surprise, read no further): that residents of Newton Haven have been replaced by mechanical replicants for reasons explained only later. No doubt the marketing departments involved felt it necessary to leak this spoiler in order to sufficiently convey the pic’s horror-thriller aspects, but thankfully there are more twists and surprises in store, stacking reveal upon reveal to near-ludicrous levels that self-consciously evoke the Quatermass films from the 1950s. Other touchstones include the fiction of John Wyndham (“Village of the Damned,” “The Day of the Triffids”), plus big dollops of “Invasion of the Body Snatchers” (both the 1956 and 1978 versions) and a bit of John Carpenter’s “The Thing,” plus many other references, even to chopsocky classics. ndeed, the script by Wright and Pegg sometimes feels somewhat crudely carpentered at times to include references exclusively for the delectation of genre-savvy auds. A bit more consideration might have been paid to nuts-and-bolts issues, such as why the hell do the principals keep going along with the pub crawl once it’s apparent that no good, not least for their livers, can ever come from seeing it through. Then again, that sort of devil-may-care attitude toward logic is consistent with the characters themselves. Deep down, “The World’s End” feels by, about and for the sort of wry, semi-smart, semi-stupid, semi-adolescent blokes (to use a Britishism that perfectly captures the vibe) seen here, which might have alienated more femme viewers if Rosamund Pike weren’t on hand to provide such a spunky, likable rooting interest in her Sam, an object of affection for both Gary and Steven. Most importantly, the core five thesps interlock tightly as an ensemble; the horsepower of their collective comic timing makes some of the chatty, interstitial dialogue note-perfect, even if they’re just shooting the  Bill Pope’s handsome widescreen lensing on good, old-fashioned 35mm adds to the retro vibe, while kudos are also due to Paul Machliss for punchy editing work. Other tech credits are aces."
0,regular,0,"I totally love this film! It's emotionally powerful and make me confident about myself! :) Very Good Movie! I hope many people will go see that movie to make it a success! But, I think that the littles stories were a little too long and they should have concentrated on the concert more!"
0,regular,0,War Horse is a classic Spielberg film with its great landscapes and excellent music. i loved the way the movie showed how the horse transformed each character it met through the war.  A truly wonderful film for the whole family.
0,regular,0," For those of you who cast aside this work of art as nothing more than a pretentious 'art flick', you are sadly mistaken. It is personal to the core. Through the tellings of the three personae of past, future, and present, this movie brings to life the core essence of humanity and life itself. The pretentious ones are those who begrudge this film for the fact that what may seem a simple axiom to them was elaborated over the course of a 90-some odd minutes. The impact of this movie is not what could be summarized of this movie in a few words, but rather the journey the protagonists take throughout the course of it, as well as the visually stunning way the movie was brought together from end-to-beginning. This movie is only frustrating for those who become impatient watching water boil. For others, it expresses a true experience into the indomitable cycle of life. Those who say otherwise are the pretentious ones."
0,regular,0,"From its scale, action, comedy, and expectation subversion, Avengers: Infinity War is truly a spectacle and arguably the most daring blockbuster ever put to screen. It succeeds in providing an exhilarating, emotional, and excellent filmgoing experience. Thanos is the best villain in the MCU no doubt, the time and attention given to his character and motivations is worth the 10 year buildup. My only flaws with this film are the somewhat forced relationships between characters and motivations and the film's ""part 1"" nature. Other than that, this film must be experienced in theaters and is one of the most epic movies I have seen in a long time."
0,regular,0,"Delivery Man was a surprisingly charming little movie, and it featured Vince Vaughn at his best in several years, he really should do more heartfelt, dramatic performances like this."
0,regular,0,"This is the work of a seasoned, masterful Director leading a cast through a "" black as coal"" script - and it works perfectly. Matthew McConaughey leads a terrific cast, all of whom commit to everything in the script.  Kudos to the entire cast for taking this risk. This is a modern day film noir classic, just be prepared for a film that doesn't flinch."
1,regular,1," Michael Bay may think that special effects can substitute for good acting and a good story, but that does not fly around here."
1,regular,1,"Boring, not funny, and plain too long, this is a departure from the well loved franchise and an insult as it only serves to appeal to a younger audience and those who favor 3-D. With absolutely no real effects as CG takes over, it almost becomes painful to think this comes from the flagship franchise that earned 30 Oscar nominations."
0,regular,0,This film completely defied my expectations! What i expected to be a passible action flick ended up being a non stop thrill ride with cooler action than i could have imagined! Do yourself a favor and go watch this one right now!
1,regular,1,"The film is not a cartoon so some realism should be there. The fighting scenes, and there is not much else, are ridiculous. But it appears many people like it."
1,regular,1,Pretentious. Pointless. Artificial. Save your money.
1,regular,1,"I used to visit Metacritic regularly for professional critic reviews, only to find the muscles in my face contracting due to the abysmal hatred that develops in me as I read them. How can they be so wrong? Why is it that  between myself and these professionals (and those who agree with them) there is always a dimension separating our expectations and verdicts? Well fear not, here I will attempt to explain to you the truth behind the matter- but first I wish to thank Metacritic for adding a user-critic section which is as versatile as the professional-critic's section; it was at that moment when the muscles in my face hardened that I would find immediate relief, as my gaze shifted slowly to the right of this website, I would find truthful human beings who devoured a stinking mess and dissected it piecemeal for the benefit of saving someone elses time. I was vaccinated with Star Wars before 10 years of age. I watched it in the order as they released- A New Hope and Empire Strikes Back was playing with almost every meal ive had during my younger years. The old movies represent high quality literature transformed into something greater, because that is what happens when you finely tune music, cinematrography, character, genre, comprehension, and script into a story that you (Lucas) were sure would be spine-tingly epic. To give just 1 example of how good everything is in 4-6, whenever I watch the movies with family or friends, all chatter drops and heads turn to the tv when Vader enters a scene- why? We are pushed even further when a strong plot twist is delivered by none other than Vader, and suddenly this character is complete in our minds. Lucas knew what everyone really expected from a good villain and cocktailed a perfect mix of mystery/malovelence/intelligence/demeanor/resolve each of which was masterfully albeit breifly presented in the originals. His persona was installed in a plot which exhibits enough intelligence to be quality comprehension material in a high-school english exam, and yet at the same time be easy for even kids to understand and continue fantasizing about. Not just Vader, all characters have this air of careful characterization around them- Lucas pulled it off in episode 4, and made an even better sequel (5) with the help of his mentor, and it concluded nicely in the final episode (6). That is precisely when Star Wars ended- Make no mistake, intentions have shifted darkly when Lucasarts realized just exactly how much money was made, and how much money can still be made. Now that a solid foundation has been established, whatever is built on top will never crumble- just like if a group of the best construction workers were tricked into building the best skeleton for a huge orphanage or hospital, only to see it turn into a popular snooker bar with Dota consoles in the basement floor. It is ironic that the last movie Lucas made- episode 3- ended with evil destroying good, which is so fitting with Lucas's attempts at relating Star Wars to politics that I feel like this time-swap was done for this purpose alone- a subliminal message that Evil did ultimately triumph after all 6 movies were watched. And you know evil did indeed triumph when ""mix master"" (as some other user critic put it) Jew Jew Abrams transformed Star Wars from its already low point of a looming money-printing story-void husk into an even lower level, pandering to the ideals set by Disney's Zionist overlords. What's that? ""What are their ideals?"" Many, but one example prominent in Star Wars 7 is the ultimate brainless ham fist enclosed within the image of a very masculine woman, smashing through the audience all over the world in cinemas, blood and guts spraying all over the place as it happens- even with fatalities of victims who attempted to run away from the collision sprawled all over cinema exits, white chalk outline and everything-. If that last part was too much for you, then to sum it up in a different way, this movie is nonsensical pop-culture silage produced specifically for the inept masses, and for increasing the potential number of these masses; do not watch it."
1,regular,1," If you like the fact that you went to see this movie when your mom told you not to, please voice your praise otherwise this isn't a movie, it is the worst and longest joke ever to appear on the silver screen that only feeds on controversy for its punch lines. I have never seen the Ali G Show but he sounds like a pretty cheap comedian that doesn't know how to make a real joke rather to get himself in court and on Fox News."
0,regular,0,"Honestly, not sure why so many people dislike it. People talk about terrible characters, etc. when describing comedies, especially this film. Although, in all honesty, comedies are supposed to make you laugh, and nothing else."
0,regular,0,"Thickening upon everything that made its predecessor great, Peter Jackson's second installment of his ""Lord Of The Rings"" trilogy makes for a wholly immersive and breathtaking narrative piece with continuously developing characters and an always-sensational bundle of set pieces."
0,regular,0,This movie is a the best romance i've ever seen. it's musical it' makes you laugh it makes you cry.and it's also historical it brings you to 30 or 40 years ago as a high school teenager.I recommend everyone to see it.
0,regular,0,"Sausage Party is seriously the funniest movie I have seen in a long time. The movie makes use of our ravenous food culture and unorthodoxly uses the setting as a satire about the world's state of belief. The concept is executed in a manner analogous an extreme South Park episode. The use of food makes the irreverent humor all too easy at times, but Sausage Party manages to find shocking ways to keep the laughs coming. Point in case.. bath salts are used to explain the metaphysical separation of the anthropomorphic food and the ""gods"" who eat them. In this example, the writers are clearly making fun of the typically kid-friendly genre (ex. the Toys in Toy Story). The movie is definitely not for the easily offended (100% not for families/kids). I am already anticipating the number of complaints we will get at my theater. In short, the film is a step away from NC-17 and all the better for it."
1,regular,1,"I come away from ""The Last Jedi"" feeling much the same way I felt about ""The Force Awakens,"" but a little more. These movies aren't for me, anymore. The spectacle is great, the special effects are great, the performances are mostly great, but the written material doesn't work for me. The humour, the use of characters, even basic narrative structure. Every single creative decision, big and small, felt wrong, to me. Every part of this film is the opposite of what I find dramatically satisfying. It left me feeling somehow empty. Without hope for the future."
1,regular,1,"I learned a lesson (again) about the reviews of critics. Never again will I base my movie going decisions on them. . Did we watch the same movie? I think I fell asleep but I'm not quite sure. Why? For the moments I was awake, I was comatose.  If you go to see this movie, bring a big cup of coffee with you."
1,regular,1,"Ancient...Korean secret? What the Calgon is going on here? Just because the actor portraying the assassin comes from South Korea, ""The Warrior's Way"" still has a lot to answer for, in regard to the wait it reinforces(or is that reintroduces?) the old stereotype of the Chinese laundryman. Jang Dong-gun, best known for his role in Kang Je-Gyu's ""Tae Guk Gi: The Brotherhood of War"", plays a character whose surname just happens to be both Korean, and Chinese, in a film whose audience probably would be hard-pressed to differentiate the two. Yang, a ""Yojimbo""-like anti-hero, formerly of The Sad Flutes(described in the titles as being ""the cruelest assassins in the east), is perceived explicitly as a ""China man"", in spite of the uni-racial name, because his kind(more so than the Koreans and the Japanese) are associated with the Old West, having worked extensively on the First Transcontinental Railroad in the mid-nineteenth century. Predictably, there's not a train to be found in this frontier outpost, even though the inhabitants who call the desert their home, couldn't possibly survive without infrastructure; in other words, a functional railroad, by which food and supplies could be received on a weekly basis from the cities. Already straddling the line of political correctness, any sense of realism had to be discarded(a ferris wheel, really?) in order to keep ""The Warrior's Way"" from crossing that line, so the locomotives had to go, since its presence would damage the filmmaker's ability to cultivate the lie, in which Yang's ethnicity is of an indeterminate origin, what the titles vaguely state as ""the east"". A train can't help but signify Yang as Chinese, and the town(with the circus-based economy) he defends against ""The Colonel""(Danny Huston) and his gang of desperadoes, as a place that resembles, however faintly, western civilization from out of the past. Surrounded by circus freaks, among them, a ""midget"", a guy who breathes fire, and a bearded lady, Yang's otherness, his exotic looks, and way with a sword, makes him ""one of [them]"", an attraction, as if a ""yellow"" face was some sort of physical abnormality, which taints the kiss he shares with Lynne(Kate Bosworth), in what should be a taboo-shattering moment(compare this kiss with the tentative one Jackie Chan gives Amber Valetta in Brian Levant's ""The Spy Next Door""), but conversely, becomes a spectacle, since the cowgirl is kissing a monstrosity, a freak, somebody from the mysterious east. When ""The Saddest Flute""(Lung Ti) finally tracks down his former disciple, his negative assertion concerns him alone, and not his race as a whole(the implied Chinese), because this is an America untethered from the historical record, and on a filmic level, the western myth created by the John Ford movies, and others of its ilk. In this world, an Asian may be expected to do the laundry, but the absence of a track suggests that the ""Chinese"", unlike their real-life counterparts, were never imported from their motherland to help install a railway system, which as a result, undoes the associative stereotype, making the stock occupation of laundryman into a mere business that Yang's friend(also from ""the east"") just happened to undertake. ""The Warrior's Way"" does away with the notion that the east is split into nations and factions as a means for perpetuating race in a brazenly callous fashion that borders on racist."
0,regular,0,"Very engrossing film directed by Steven Spielberg; it is to be hoped that he will be directing more fine films in the future, as opposed to only producing them (hardly an artistic endeavor). The film holds one's attention throughout (there was no inclination to peek at a watch to see when it will be over). Tom Hanks gives his usual workmanlike performance as James Donovan, the lawyer who becomes Rudolf Abel's lawyer, then is at the center of the negotiations to trade Abel for an American pilot. I thought Mark Rylance was outstanding as Abel. Definitely one of the better movies of 2015, thus far."
1,regular,1,"0 for the plot Without a plot there is not point in making a film. Therefore a higher score cannot be justified. BB8 does not have to deliver the map. It is not integral to the unit. R2D2 had to be delivered safely, everyone was looking for the droid, being associated with the droid lead to the deaths of Luke's uncle. When one can simply remove the map from the droid where does the tension lie with being associated with the machine? Why would someone in such deep hiding leave a map. This plot line is beyond moronic. A map is there to find treasure or inanimate objects not a human. Max von Sydow dies after 1 whole minute of meaningless dialogue. I don't know who he is. Therefore his death is meaningless, the bad guy in the film is not elevated to evil, just a senseless killing. A Stormtrooper, janitor, sent with a death squad to wherever, suddenly develops a conscience. Later in the film Budha trooper has no hesitation in killing his once fellow comrades, or picking up a sabre to strike out. He is not a Jedi the first to wield a light sabre without training, or believing in the force. Saving his once enemy Poe they become best of friends straight away. Upon crashing, with a handy parachute which seems to be located beside the downed craft, Poe is nowhere to be seen. He doesn't reappear for most of the film. No Tie Fighters chase the fighter to the planet to check it has been destroyed? Rey, the healthiest scavenger in the galaxy, soon to become insta Jedi, mechanic, pilot, just takes BB8 without any fuss from a fellow scavenger. Then decides to keep it instead of trading for food, really! You are starving to death and find a top of the range television, you can complete the rest. It is out of character. Straight away you question her and her motives. Rey knows the Falcon, inside and out, this heap of junk which by all accounts would have been a part of the ""legends"" which both Finn and Rey are aware, yet there it lies melting under the baking sun on the sandy dust hole all along in her back yard and no one thinks to scavenge it? When she does expertly fly it and later on partners Han she knows the ship better than Han or Chewie. Doesn't that make them the worst pilot and copilot in Star Wars lore, no wonder the Falcon never flew properly, all they needed was Super Rey the whole time. Undermines two vital characters, I didn't even trust Han to fly the Falcon for the rest of the movie. Ren, stops a laser blast mid air, gets hit by a wookie blasting him from farther away? 3P0 has a red arm, this furthers the plot, how? Apparently no spares even though Chewie meticulously reconstructs him in Empire? A third Death Star, that can be easily defeated after a quick briefing and no detailed plan on how to defeat it, just some off the cuff remarks as to here we go again folks. The purpose of the ship is to remove the sun from the solar system therefore meaning any or all life is not possible unless a droid populated planet were possible. Therefore removing the sun removes all life. What was the need to destroy the planets, just to have mega explosions to show children in the theatre that the big metal plant is bad and resistance is good. But what are they resisting against, wasn't the Empire defeated? Ren removes a mask upon which we find he doesn't need life support? So the mask is a toy, Disney sales for the mask cannot have been in the minds of the executives? The often scant use of the force, fast food Jedi mind tricks, insta powers, even Vader reminded us ""do not underestimate the power of the force"". It seems as if it's power has been diluted, somewhat. Jedi on tap. Hux a pre pubescent general, shouting and tantrum minded like Ren, exhibits immature and leaderless qualities, responsible to lead a force called the failed order? No new ships in either the Empire or Resistance fleets? Upgrades with new paint but no new craft, I remember wanting to buy Y wing, B wing etc... Disney missed a trick there with the lack of craft. Again lazy. But back to the film, R2 is depressed, Luke was by his side for three films even in Degoba, dumps him, his loyal friend, saved by him in many occasions, but dumped so he switches himself to standby mode. Suddenly at just the right time in the movie he switches on and reveals the rest of the map. Phew! Han locates the Falcon, fifteen seconds after it leaves Jakuu. Cue Ray Harryhausen inspired calamari to inspire him to take back his ship, even while watching this I thought please god no! But it got worse, cue triads from big trouble in little China and an extra from trainspotting. Bobba Fett would have been my choice, the worst scene in any of the franchise. Take a bow Disney. I paid to watch a 200 million pound B movie. I cannot fathom how this film made it past the cutting room floor. Don't even get me started with the lack of music score. Episode 8 the title can only be FROZEN the carbonite years! Han is dead and so is the franchise. It's crap all of i"
1,regular,1,It is so off the mark from the first movie that it might as well not be in the same franchise.  Fights were worse.  Script was worse.  Characters were worse.  I nearly walked out just before the final battle and now regret that I didn't.  Worst movie I've seen in a decade and I LOVED Pacific Rim.
0,regular,0,"Ant-Man is a pleasant surprise. Not only did it exceed fan expectations but mine as well. Another huge success from Marvel. The movie had many funny moments and action packed scenes with surprisingly good CGI. Not to mention terrific performances from Paul Rudd and Michael Douglas. The only con of Ant-Man is the villain. He's predictable and cliched. But, overall, Ant-Man is another action packed and funny Marvel triumph. 9/10"
1,regular,1,"To indulge in the same cutesiness as this movie, Julie Delpy has all the annoying characteristics of Woody Allen or Larry David without any of the compensatory wit, humor, or intelligence."
1,regular,1," I agree with Michael G.: Murry ""masters"" the same unemotional bump on a log that he's played in his 5 previous roles, and the bit is old. This business of ""no actor is better that Bill Murry at doing noting at all, and being fascinating while not doing it"" (Ebert) is amazing to me. When one's ""fascinating"" while doing nothing, and is then praised for it, I think someone should point out what that really means:you are lazy and you lack range. If doing nothing is what is now considered acting, sign me up. I can do nothing with the best of them."
0,regular,0," Somewhat political, but most of all a heartbreaking love story. A Must see, and must own."
0,regular,0," This film includes a witty script by director Nancy Meyers and good performances by Kate Winslet, Jude Law, and Cameron Diaz. But the movie is stolen by the unlikely duo of Jack Black and 91-year-old Eli Wallach."
0,regular,0,"At first glance, skeptically, I thought great another coming of age movie but this movie is more than its moving parts. It speaks to something very still in this world."
1,regular,1,"The person who said this is an example of a movie that shouldn't be remade is right. I don't care what anyone says or how close this movie is to the book, it was TERRIBLE. The original was way better despite it not being close to the book. The cast was memorable, the songs were memorable. And best of all Gene Wilder brought out the best in Wonka were as Depp made him into a creepy MJ wannabe. I read the book and even though this movie included Charlie's father and his occupation, and the ending with the cast off kids, it still fell short. Especially when they included Wonka's daddy dentist issues."
1,regular,1,"In a word Crap!!!this has personified what Hollywood has become.you would be better of renting the blob or even attack of the killer tomatoes.Hollywood's prime time liberties with the plot shows up in epic glory, make it they will view it.do your self a favor go and watch a marathon of Abbott and Costello, Harold Lloyd.see Gold Diggers of 1933, something that has a real plot and the has some entertaining value.the only seen that was somewhat entertaining was done by the younger kids.ho kids do your self a favor do not put this movie in your resume, it will kill your prospects as an actor.As for the actors If you have a choice in choosing your director, as for a British or an Ozzie some that cares what goes on the screen.At least they have the attitude to make a film that is presentable or a the least viewable.To be complacently fare this film dose not even come close to the avengers.And I mean the cartoon version that one had a plausible plot not that this film had one."
1,regular,1,"Focus is one slick blur.  In this romantic comedy, half the movie is spent  explaining what just happened and the other half nothing does. Smith's flim flam man falls head over heels for his fledgling  grifter.  But unlike Tracey and Hepburn - Pitt and Jolie or even Newman and Redford - Smith and Robbies' banter lack rhythm and levity and there are no fireworks. Some leading men best go it alone. Even with a co-star twenty years his junior who is hot hot hot - Smith's sexual chemistry flickers.  And the third wheel- Adrian  Martinez- steals the film.  Surprisingly, with all it's preposterous twists - this caper  telegraphs it's ending.  Holy toledo !"
1,regular,1,"I was not very impressed with this movie, especially after all the hoopla surrounding it.  There just isn't much too like.  BORING"
0,regular,0,Another brilliant movie by QT! Awesome characters and an amazing dialogue throughout the whole movie. If you like Tarantino movies you will definitely enjoy The Hateful Eight..
0,regular,0," Before I begin my review, I just want to relate my experience, prior to seeing this movie. Friday afternoon, a friend and I had gone to see Avatar in RealD 3D at a theatre that was near her house. We enjoyed about 45 minutes of the film when it started to skip... it stopped and started about 3-5 times before it finally froze and shut down. The crowd was outraged and we were told to leave and get ""Rain Check"" passes at customer service because the system had failed and the movie would not play, it would take 3 hours to fix. So with complete disappointed we got out rain check passes and decided to come back the next day after the problem would be fixed. The first 45 minutes that we did see that day was pretty cool so far, so we definitely wanted to give it another go. As we sat in our seats this afternoon (12/19/09) I sensed that something was going to go wrong, and I could tell my friend had similar intuitions. When the movie was finally about to start, they showed the ""please silence your cell phones screen"" and then... it stopped.... frozen... the manager came in and told us what we had feared.... it froze... again and it would take forever to fix. We left the theatre utterly pissed and completely done with the stupid theatre. Full of outrage, I expressed my anger with one of the employees. I attempted to get my money back, she of course told me it was impossible, and instead gave us rain check passes and a few extras because of our inconvenience. (sweet? bitter sweet) We decided to go to Imax instead, we figured the massive screen would make the experience all the more amazing. After driving the long way there, parking, and then running many blocks to Imax, out of breath, we were met with an enormous line and a sign that said ""Avatar 3D, SOLD OUT"" Blast! To cut to the chase, after running back to the parking garage, we went to another theatre owned by the same company as the other theatre that screwed up, and were able to use our passes and get in, and yes that time it worked, no screw ups. After all of this complete heck... IT WAS WELL WORTH IT!! After we left the theatre, we cared little about the shenanigans that went down in attempts to see the movie. We had completely forgotten and were only focused on the movie, and still trying to process it. I've heard complaints about the music and that it wasn't very good... it was great. It was what you'd expect of an epic sci-fi. I've also heard complaints about the story; I didn't see any problem with it either. The only problem I saw was with some of the acting, there were a few actors that didn't seem to do as good of a job as you'd expect for a movie of this magnitude. BUT, the actors in questions were not the focus of the movie and weren't shown often enough to interfere with the experience, thus it wasn't a big problem. The visual effects of this movie were completely amazing. It was hard to believe that most of what we were viewing was all visual effects. The landscapes, the creatures, they were all very crisp and clear, and very realistic. Coupled with the 3D glasses, it almost seemed as if you were there. It is almost hard for me to even describe. The concepts of the movie were not 100% original. A lot of it has been done already to some degree. But the way in which they were presented, to me, seemed totally original. There is something said in the movie that will make you understand more fully the NaÃ¢Â?Â?vi and their existence. ItÃ¢Â?Â?s something that Dr. Augustine said to Mr. Selfridge about the way the planet works and its relationship with the life on the planet. It has something to do with the Ã¢Â?Â?goddessÃ¢Â?Â? that the NaÃ¢Â?Â?vi follow. I would say more, but I donÃ¢Â?Â?t want to spoil it for anyone. Despite the crap that went down before seeing the movie, I enjoyed the experience. I have no regrets, I am absolutely pleased that I went to see it, and glad that I saw it in 3D. It was amazing. Go see it. Now."
0,regular,0,Mad Max: Fury Road does not only deliver a worthy sequel to its predecessors it also sets a new standard for the action cinema. The audience is literally blown away by its bombastic visuals and soundtrack. I've watched a lot of movies but only a few left such an impression. Be it the character design or the overall atmosphere - its just perfect.
1,regular,1," Those of you who voted 10 for this piece of corny popcorn superhero B-gade flick obviously just got out of a dark and campy cave! Shame on you people! You guys just don't cut it being a critic. Ridiculous, simply ridiculous!"
0,regular,0," Hillarious, genius, just a great crack. A must watch."
0,regular,0,"A jumpy, exciting, and stylish comedy with enough ridiculous comedy to make you piss yourself. The ensemble does well with the quirkiness of the script, especially this newcomer Tony Revolori, who I daresay was more enjoyable than anyone other than Ralph Fiennes, who is perfect for this role. All in all, it might be a practice for style rather than story, but its over-the-top feel makes it all the more enjoyable."
1,regular,1," If you like x-men at all don't bother with x3. If your looking for a consistant plotline or consistant characters, watch the first two. The new director basically uses x3 as a sounding board for social/political views spewed into an action packed (quite possibly the only decent part of the movie) piece of garbage. His introduction of new characters only serves one purpose, to see what cool new powers we can look at, and that's it. I wish someone had warned me about this, the dissapointment in not worth 9.75."
0,regular,0," Thoroughly unbelievable, but hilarious. I especially liked Copley's performance."
0,regular,0,"Primer is a phenomenal film that was somehow this good in spite of being shot on a $7,000 budget by first-time director Shane Carruth. Complex, confusing, and all over the place, the film is brilliant in the way it captures all of those feelings so expertly. The characters are confused and have no idea what is happening, thus neither do we. The acting is very good and down-to-earth, which is perfect for this film and the film never looks as though it was shot on a $7,000 budget. On the whole, everybody involved with the production of this film is incredibly talented and it really shines through. Primer is a brilliant work that deserves to be seen by more people because no film has left me so utterly confused, yet so entirely impressed as Primer has."
1,regular,1,"If you'd like to see Ryan Reynolds the man-child bodyguard protect Samuel L. Jackson the sociopathic murderer with a heart of gold in an action packed flick about two men who have absolutely no chemistry fight Gary Oldman the dictator that isn't aware he's in a comedy movie, then it's your movie.Better than sleeping pills. Someone delusional would call it Deadpool + Pulp Fiction, truth is: it's The Expendables with the comedy of Grown Ups 2.Car explosions and farts. That's about all.If you want to watch a movie with actors who have excellent chemistry on-screen, I highly suggest The Nice Guys with Ryan Gosling and Russell Crowe."
1,regular,1,"Knowing a film is based on nonsense before entering probably means I'm more of an idiot for paying money for nonsense, expecting other parts of it to not be nonsense. But guess what?! It's nonsense. Nonsense oozing out of every one of Scarlett Johanson's sexy-smart orifices.The scientists were talking nonsense. The acting was nonsense. Even the humour was nonsense. What's worse, it tried to club in some religious nonsense. I'm pretty sure I spat at the screen at one point! And nobody likes that guy.So there you have it. I definitely won't be naming any of my children Lucy after seeing this utter, infuriating, frustratingly bad, turd of a film. Nonsense!"
1,regular,1," This is a film for idiots. Never before has one movie so astutely singled out the lowest common denominator from its demographic. It isn't funny, it isn't clever, its badly structured and the direction is indescribably hamfisted. A film this pointless and stupid will be forgotten soon enough, and deservedly so. I'm a huge, HUGE fan of both the horror genre, and its mid 1970's heyday. But, and this is very important, the films of that period were made by disillusioned intellectuals. not meatheaded, petulant antagonists who haven't got a clue about the artistry of the cinematic medium. Where is the subtext? Where are the genuine shocks? Where is the invention? This film is utterly, inarguably appalling. Anyone that doesn't agree, I'd wager, has problems when attempting to spell their own name."
0,regular,0,"I first met writer/director Jack Bryan at the Tallgrass Film Festival during a showing of Yojimbo. I ended up seeing his film ""The Living"" when it premiered that weekend. I was excited to see it, Jack seemed like a cool guy and I love Fran Kranz, but I had no idea I was in for such a treat. I'm not really sure if treat is the right word to use, this film is a lot of things, but it might be a little too dark to be considered a treat. The performances, writing, direction, and production design are all flawless. If you like movies like Killer Joe and Fargo, this film is for you."
0,regular,0,This Quentin's movie is very fabulous that can stuck me with fully fun.
1,regular,1," This movie and every thing around it, is a very good example of how the American film industries has been in decay for the last few years."
1,regular,1,"The Nolanites and Hack Snyder fan boys are in self-denial that this was a horrible film.  It makes them want to cry when every reputable critic has pointed out the glaring flaws with this mess.  Blatant ripping off every other summer blockbuster that came from it including Independence Day, Avatar, and Transformers while trying desperately to be all serious like The Dark Knight.  Superman is a fantasy film and not a dark grim ripoff of Batman which it also tries but fails badly.  Worst movie of 2013 and any followup or sequel to this tripe will be worse."
1,regular,1,"The film was technically ahead of its time but Spielberg's story writing not better than an amateur. It could have been an interesting film if Spielberg didn't fill the plot with unnecessary scenes. He should have  tried to create better connections between the events and characters. Some scene  goes one forever and then story jumps into a completely different scene. Spielberg doesn't want to answer many question about the aliens ,thing it would make the film sophisticates.However it fails  that intellectual touch in 2001:Space Odyssey."
1,regular,1," I have read both books (Eragon and Eldest) and enjoyed both of them. I was curious to see what they would do with the film. After seeing it, I was extremely disappointed. There were quite a few parts that I enjoyed of the book, but they were either changed, or just left out! Even though a film of the whole book would be quite long, if you want to do something, do it properly! At least Saphira was cute for a while."
0,regular,0,"This movie is a textbook classic. Good story, plot, actors etc. I'd recommend it to anyone and everyone. This is also the movie that made me like Brad Pitt."
1,regular,1,"A sequel!!! really? so this is in case that you didn't see the first movie because somebody told you that it was bad? don't expect this one to be any better, this movie it's really embarrassing."
